N,종목명,현재가,전일비,등락률,액면가,매출액,영업이익,PER,ROE
285.0,SOL 종합채권(AA-이상)액티브,106425.0,하락  60,-0.06%,0.0,,,,
286.0,해성디에스,46000.0,하락  100,-0.22%,5000.0,6722.0,1025.0,10.2,17.55
287.0,케이씨텍,37450.0,하락  550,-1.45%,500.0,2869.0,327.0,19.38,7.22
288.0,명신산업,14830.0,상승  680,+4.81%,500.0,17389.0,2081.0,5.04,33.22
289.0,TIGER 단기채권액티브,53930.0,상승  10,+0.02%,0.0,,,,
290.0,아이에스동서,25450.0,상승  850,+3.46%,500.0,20294.0,3405.0,13.52,10.9
291.0,대신증권,15090.0,하락  190,-1.24%,5000.0,38546.0,1613.0,9.8,4.69
292.0,동원F&B,39700.0,하락  950,-2.34%,1000.0,43608.0,1667.0,6.15,11.72
293.0,경동나비엔,52300.0,"상승  1,500",+2.95%,1000.0,12043.0,1059.0,9.11,15.09
294.0,쿠쿠홀딩스,21400.0,상승  50,+0.23%,100.0,7723.0,866.0,6.24,12.72
295.0,미원에스씨,151700.0,"상승  2,800",+1.88%,500.0,4377.0,225.0,29.54,4.95
296.0,하나 CD금리투자 ETN,100790.0,보합0,0.00%,0.0,,,,
297.0,TIGER 미국배당+7%프리미엄다우존스,10135.0,상승  170,+1.71%,0.0,,,,
298.0,TIGER 단기통안채,107090.0,보합0,0.00%,0.0,,,,
299.0,유니드,110000.0,상승  900,+0.82%,5000.0,11337.0,321.0,19.75,1.8
300.0,KODEX 25-11 은행채(AA-이상)PLUS액티브,10115.0,상승  5,+0.05%,0.0,,,,
301.0,NHN,21950.0,보합0,0.00%,500.0,22696.0,556.0,-23.68,-0.51
302.0,TIGER 200 IT,33760.0,하락  435,-1.27%,0.0,,,,
303.0,TIGER 25-10 회사채(A+이상)액티브,52795.0,하락  5,-0.01%,0.0,,,,
304.0,SK이터닉스,26300.0,하락  100,-0.38%,200.0,,,,
305.0,KODEX 단기채권,109755.0,하락  5,0.00%,0.0,,,,
306.0,QV KIS CD금리투자 ETN,52210.0,상승  5,+0.01%,0.0,,,,
307.0,한국단자,69400.0,상승  100,+0.14%,500.0,12969.0,1117.0,8.51,8.09
308.0,태광산업,647000.0,"상승  4,000",+0.62%,5000.0,22655.0,-994.0,-53.7,-0.46
309.0,현대지에프홀딩스,4570.0,상승  70,+1.56%,500.0,26295.0,-110.0,0.5,49.81
310.0,보령,10280.0,하락  10,-0.10%,500.0,8596.0,683.0,13.51,7.55
311.0,한화투자증권,3245.0,상승  20,+0.62%,5000.0,19690.0,315.0,77.26,0.59
312.0,CJ CGV,5670.0,상승  140,+2.53%,500.0,15458.0,491.0,-5.19,-24.12
313.0,KG스틸,6880.0,상승  90,+1.33%,5000.0,34298.0,2804.0,3.73,13.09
314.0,TIGER 1년은행양도성예금증서액티브(합성),1012335.0,상승  105,+0.01%,0.0,,,,
315.0,KOSEF 200TR,45570.0,하락  30,-0.07%,0.0,,,,
316.0,SNT모티브,45800.0,하락  150,-0.33%,5000.0,11363.0,1166.0,8.12,9.55
317.0,ACE 종합채권(AA-이상)KIS액티브,100495.0,상승  65,+0.06%,0.0,,,,
318.0,JW중외제약,28700.0,보합0,0.00%,2500.0,7485.0,1003.0,17.2,14.63
319.0,신풍제약,12600.0,상승  340,+2.77%,500.0,2002.0,-474.0,-13.15,-19.13
320.0,케이카,13850.0,상승  130,+0.95%,500.0,20476.0,590.0,20.89,11.8
321.0,진에어,12760.0,상승  600,+4.93%,1000.0,12772.0,1822.0,4.69,112.52
322.0,애경산업,25200.0,"상승  1,100",+4.56%,1000.0,6689.0,619.0,14.47,13.08
323.0,영풍,360500.0,"하락  7,500",-2.04%,5000.0,37617.0,-1698.0,-8.72,-1.58
324.0,NICE평가정보,11010.0,상승  330,+3.09%,500.0,4857.0,653.0,11.13,15.76
325.0,녹십자홀딩스,13950.0,상승  150,+1.09%,500.0,20579.0,-164.0,-9.98,-5.37
326.0,KCC글라스,40400.0,상승  550,+1.38%,1000.0,16801.0,950.0,8.6,5.58
327.0,동아쏘시오홀딩스,100900.0,"하락  1,900",-1.85%,5000.0,11320.0,769.0,11.53,5.82
328.0,TIGER 2차전지소재Fn,6615.0,상승  115,+1.77%,0.0,,,,
329.0,SNT다이내믹스,19180.0,상승  650,+3.51%,2500.0,4860.0,416.0,12.37,7.29
330.0,ARIRANG 200,36585.0,상승  15,+0.04%,0.0,,,,
331.0,DI동일,24950.0,상승  200,+0.81%,500.0,6829.0,63.0,113.93,0.55
332.0,쏘카,19140.0,상승  30,+0.16%,100.0,3985.0,-97.0,-12.99,-18.43
333.0,현대홈쇼핑,52300.0,보합0,0.00%,5000.0,20645.0,600.0,3.99,6.78
334.0,애경케미칼,12840.0,상승  440,+3.55%,500.0,17937.0,451.0,37.76,4.52
335.0,신세계인터내셔날,17480.0,상승  220,+1.27%,1000.0,13543.0,487.0,14.55,4.67
336.0,드림텍,9030.0,상승  30,+0.33%,100.0,10304.0,340.0,36.56,3.74
337.0,QV 코스피 변동성 매칭형 양매도 ETN,8865.0,보합0,0.00%,0.0,,,,
338.0,카프로,3660.0,보합0,0.00%,500.0,756.0,-395.0,-0.69,-3002.99
339.0,KODEX 1년은행양도성예금증서+액티브(합성),1004825.0,상승  300,+0.03%,0.0,,,,
340.0,삼성 레버리지 WTI원유 선물 ETN,1518.0,하락  43,-2.75%,0.0,,,,
341.0,F&F홀딩스,15600.0,"상승  1,100",+7.59%,500.0,19863.0,5144.0,5.2,5.84
342.0,TIGER 차이나항셍테크,5755.0,상승  40,+0.70%,0.0,,,,
343.0,KODEX 인버스,4285.0,보합0,0.00%,0.0,,,,
344.0,KODEX 반도체,41150.0,하락  620,-1.48%,0.0,,,,
345.0,티웨이항공,2795.0,상승  115,+4.29%,500.0,13488.0,1394.0,5.84,91.56
346.0,삼양홀딩스,69700.0,하락  100,-0.14%,5000.0,32109.0,948.0,3.4,9.11
347.0,KODEX 자동차,20505.0,하락  95,-0.46%,0.0,,,,
348.0,디아이,21000.0,"상승  2,870",+15.83%,500.0,2145.0,61.0,636.36,2.09
349.0,자화전자,26200.0,하락  100,-0.38%,500.0,5033.0,-164.0,220.17,-6.76
350.0,TIGER 미국달러단기채권액티브,12290.0,상승  70,+0.57%,0.0,,,,
351.0,아모레퍼시픽우,54700.0,"상승  1,100",+2.05%,500.0,,,22.03,
352.0,풀무원,14890.0,하락  360,-2.36%,500.0,29935.0,620.0,30.45,5.35
353.0,한화손해보험,4850.0,하락  75,-1.52%,5000.0,60729.0,3065.0,3.04,6.68
354.0,교보증권,4960.0,상승  30,+0.61%,5000.0,37430.0,703.0,5.98,3.93
355.0,화승엔터프라이즈,9310.0,상승  480,+5.44%,500.0,12138.0,130.0,-19.04,-5.0
356.0,DS단석,95800.0,하락  200,-0.21%,500.0,10704.0,762.0,12.04,19.2
357.0,한국카본,10790.0,상승  440,+4.25%,500.0,5944.0,165.0,-44.96,-3.13
358.0,신한알파리츠,6310.0,하락  50,-0.79%,1000.0,479.0,251.0,7.22,13.98
359.0,흥아해운,2310.0,상승  85,+3.82%,500.0,1648.0,246.0,17.77,23.02
360.0,KBSTAR 단기통안채,111700.0,상승  5,0.00%,0.0,,,,
361.0,SOL 미국배당다우존스,10410.0,상승  170,+1.66%,0.0,,,,
362.0,고려제강,22000.0,하락  100,-0.45%,1000.0,17889.0,563.0,7.24,4.36
363.0,유안타증권,2735.0,상승  45,+1.67%,5000.0,28550.0,1291.0,9.03,4.08
364.0,동아에스티,60400.0,상승  300,+0.50%,5000.0,6640.0,112.0,-102.37,1.67
365.0,KODEX 미국빅테크10(H),37540.0,하락  395,-1.04%,0.0,,,,
366.0,백광산업,11740.0,상승  230,+2.00%,500.0,2335.0,177.0,134.94,3.65
367.0,LX홀딩스,6890.0,상승  100,+1.47%,1000.0,1181.0,732.0,6.17,4.82
368.0,신한 레버리지 WTI원유 선물 ETN(H),1038.0,하락  34,-3.17%,0.0,,,,
369.0,지역난방공사,44800.0,하락  900,-1.97%,5000.0,39537.0,3147.0,1.22,10.63
370.0,동국제강,10450.0,하락  120,-1.14%,5000.0,26321.0,2355.0,2.52,
371.0,삼양사,50200.0,상승  900,+1.83%,5000.0,26514.0,1132.0,4.54,7.58
372.0,아세아,244000.0,"하락  11,500",-4.50%,5000.0,21159.0,2404.0,5.34,9.06
373.0,퍼시스,44700.0,상승  800,+1.82%,1000.0,3629.0,352.0,7.64,13.33
374.0,KB KIS CD금리투자 ETN,50400.0,상승  5,+0.01%,0.0,,,,
375.0,HANARO 200,36120.0,하락  5,-0.01%,0.0,,,,
376.0,SOL 초단기채권액티브,51300.0,상승  5,+0.01%,0.0,,,,
377.0,미래에셋증권2우B,3555.0,상승  20,+0.57%,5000.0,,,8.27,
378.0,SPC삼립,57500.0,하락  500,-0.86%,5000.0,34333.0,917.0,9.74,12.43
379.0,KBSTAR 미국나스닥100,18985.0,하락  35,-0.18%,0.0,,,,
380.0,E1,71800.0,상승  400,+0.56%,5000.0,78277.0,932.0,4.7,13.9
381.0,KOSEF 국고채10년,110855.0,하락  80,-0.07%,0.0,,,,
382.0,ACE 200,36275.0,상승  20,+0.06%,0.0,,,,
383.0,프레스티지바이오파마,7950.0,하락  50,-0.62%,0.0,2.0,-696.0,-10.38,3.99
384.0,HDC,7950.0,상승  130,+1.66%,5000.0,59083.0,3126.0,4.14,4.52
385.0,삼화전기,71500.0,"상승  1,200",+1.71%,1000.0,2025.0,78.0,51.55,7.92
386.0,쿠쿠홈시스,21050.0,하락  850,-3.88%,100.0,9546.0,1449.0,4.25,14.85
387.0,TIGER 종합채권(AA-이상)액티브,52580.0,보합0,0.00%,0.0,,,,
388.0,TIGER 리츠부동산인프라,4570.0,상승  10,+0.22%,0.0,,,,
389.0,삼화콘덴서,43750.0,하락  850,-1.91%,1000.0,2808.0,237.0,20.39,8.9
390.0,엘브이엠씨홀딩스,2650.0,하락  50,-1.85%,0.0,2605.0,-156.0,-10.52,-10.26
391.0,서연이화,16710.0,하락  690,-3.97%,500.0,35743.0,1931.0,2.95,19.68
392.0,한국철강,10540.0,상승  470,+4.67%,1000.0,9051.0,866.0,7.51,8.26
393.0,스틱인베스트먼트,10670.0,하락  190,-1.75%,500.0,938.0,331.0,16.12,11.38
394.0,KB스타리츠,4365.0,상승  10,+0.23%,500.0,652.0,534.0,8.68,10.56
395.0,LF,15040.0,상승  120,+0.80%,5000.0,19007.0,574.0,4.93,5.51
396.0,신성이엔지,2130.0,하락  90,-4.05%,500.0,5765.0,74.0,112.11,7.15
397.0,STX중공업,15230.0,상승  50,+0.33%,2500.0,2450.0,179.0,11.35,15.16
398.0,현대퓨처넷,3915.0,하락  50,-1.26%,500.0,1686.0,25.0,-73.87,-0.25
399.0,제주은행,13100.0,하락  560,-4.10%,5000.0,3712.0,26.0,82.39,0.97
400.0,한섬,17930.0,하락  270,-1.48%,500.0,15286.0,1005.0,6.95,6.14
401.0,바이오노트,4105.0,상승  10,+0.24%,500.0,901.0,-470.0,21.84,-1.3
402.0,한일홀딩스,13490.0,상승  210,+1.58%,1000.0,23631.0,2620.0,3.51,7.12
403.0,코람코라이프인프라리츠,4690.0,상승  30,+0.64%,500.0,315.0,181.0,16.75,2.33
404.0,TIGER 미국30년국채프리미엄액티브(H),9270.0,상승  70,+0.76%,0.0,,,,
405.0,TIGER 미국나스닥100커버드콜(합성),10370.0,보합0,0.00%,0.0,,,,
406.0,풍산홀딩스,28550.0,보합0,0.00%,5000.0,4067.0,678.0,5.75,8.45
407.0,KODEX 미국반도체MV,22925.0,하락  15,-0.07%,0.0,,,,
408.0,CJ4우(전환),97300.0,상승  100,+0.10%,5000.0,,,13.63,
409.0,롯데이노베이트,27150.0,하락  850,-3.04%,5000.0,11967.0,569.0,10.57,9.98
410.0,세아홀딩스,102100.0,상승  800,+0.79%,5000.0,64192.0,2008.0,8.48,3.89
411.0,NICE,10870.0,하락  470,-4.14%,500.0,28189.0,970.0,63.2,0.51
412.0,현대그린푸드,12030.0,상승  160,+1.35%,500.0,18270.0,648.0,7.44,
413.0,KODEX MSCI Korea TR,12115.0,하락  20,-0.16%,0.0,,,,
414.0,수산인더스트리,28150.0,보합0,0.00%,200.0,3247.0,502.0,9.09,10.21
415.0,KBSTAR 미국S&P500,15795.0,상승  45,+0.29%,0.0,,,,
416.0,엠씨넥스,22250.0,하락  350,-1.55%,500.0,9325.0,182.0,11.23,8.83
417.0,TIGER 미국30년국채스트립액티브(합성 H),41325.0,상승  250,+0.61%,0.0,,,,
418.0,유진투자증권,4125.0,하락  120,-2.83%,5000.0,16477.0,270.0,13.01,3.09
419.0,HD현대에너지솔루션,35650.0,상승  200,+0.56%,5000.0,5461.0,175.0,-15.16,-0.76
420.0,사조대림,43500.0,상승  100,+0.23%,5000.0,20631.0,1286.0,3.8,16.87
421.0,맵스리얼티1,4285.0,상승  10,+0.23%,0.0,,,,
422.0,SOL AI반도체소부장,16220.0,하락  55,-0.34%,0.0,,,,
423.0,세진중공업,6990.0,하락  20,-0.29%,500.0,3848.0,336.0,15.13,9.92
424.0,아세아시멘트,10320.0,상승  40,+0.39%,500.0,12005.0,1469.0,3.94,8.96
425.0,가온전선,53500.0,"하락  2,000",-3.60%,5000.0,14986.0,437.0,19.99,5.65
426.0,부광약품,5740.0,상승  80,+1.41%,500.0,1259.0,-375.0,-14.39,-12.8
427.0,삼성FN리츠,5070.0,하락  10,-0.20%,500.0,94.0,62.0,390.0,0.32
428.0,유나이티드제약,23800.0,보합0,0.00%,500.0,2789.0,549.0,7.3,13.47
429.0,LG생활건강우,184700.0,"상승  8,200",+4.65%,5000.0,,,20.72,
430.0,KODEX 코스닥150선물인버스,3665.0,하락  35,-0.95%,0.0,,,,
431.0,KODEX 국고채3년,59600.0,보합0,0.00%,0.0,,,,
432.0,한국쉘석유,294500.0,"하락  4,500",-1.51%,5000.0,3205.0,423.0,10.01,31.27
433.0,일동제약,13640.0,하락  760,-5.28%,1000.0,6008.0,-539.0,-5.39,-43.75
434.0,SGC에너지,26550.0,상승  50,+0.19%,5000.0,30241.0,1068.0,6.86,5.96
435.0,KBSTAR KIS국고채30년Enhanced,69330.0,하락  210,-0.30%,0.0,,,,
436.0,신도리코,37800.0,상승  150,+0.40%,5000.0,3958.0,253.0,6.86,5.65
437.0,대신증권우,14530.0,하락  70,-0.48%,5000.0,,,9.44,
438.0,락앤락,8700.0,하락  10,-0.11%,500.0,4848.0,-211.0,-9.36,-7.27
439.0,영진약품,2050.0,하락  10,-0.49%,500.0,2349.0,31.0,1025.0,-4.32
440.0,LX하우시스,41750.0,"하락  1,000",-2.34%,5000.0,35258.0,1098.0,5.54,7.66
441.0,한국자산신탁,3000.0,상승  10,+0.33%,500.0,2591.0,1167.0,2.87,13.18
442.0,히어로즈 머니마켓액티브,50560.0,상승  5,+0.01%,0.0,,,,
443.0,ACE 국고채10년,87080.0,하락  100,-0.11%,0.0,,,,
444.0,아세아제지,8130.0,하락  30,-0.37%,1000.0,9083.0,876.0,4.8,9.8
445.0,화신,10420.0,하락  40,-0.38%,500.0,18028.0,837.0,4.89,19.27
446.0,KODEX 코스피,26815.0,상승  25,+0.09%,0.0,,,,
447.0,세아제강,128100.0,"하락  1,300",-1.00%,5000.0,18609.0,2319.0,2.36,20.68
448.0,삼천리,89500.0,하락  100,-0.11%,5000.0,56640.0,1745.0,3.21,8.23
449.0,현대차3우B,152400.0,"하락  1,100",-0.72%,5000.0,,,3.52,
450.0,코리아써키트,15320.0,하락  80,-0.52%,500.0,13322.0,-321.0,-13.01,-8.05
451.0,ACE 글로벌반도체TOP4 Plus SOLACTIVE,24255.0,하락  145,-0.59%,0.0,,,,
452.0,삼성SDI우,223000.0,"상승  1,000",+0.45%,5000.0,,,8.52,
453.0,LS네트웍스,4560.0,상승  15,+0.33%,5000.0,3796.0,116.0,-84.44,1.92
454.0,SNT홀딩스,22000.0,상승  700,+3.29%,500.0,18957.0,1790.0,4.14,8.5
455.0,파미셀,5970.0,상승  120,+2.05%,500.0,562.0,13.0,238.8,4.56
456.0,잇츠한불,16300.0,하락  70,-0.43%,500.0,1392.0,81.0,34.9,0.92
457.0,한전산업,10950.0,상승  30,+0.27%,500.0,3633.0,260.0,19.59,15.53
458.0,남양유업,495000.0,"하락  1,000",-0.20%,5000.0,9968.0,-724.0,-7.88,-9.48
459.0,한화리츠,5040.0,상승  10,+0.20%,500.0,233.0,124.0,,1.61
460.0,SBS,19140.0,하락  70,-0.36%,5000.0,9968.0,583.0,6.59,5.45
461.0,이아이디,1392.0,보합0,0.00%,200.0,2796.0,-69.0,-3.49,-49.27
462.0,KODEX 미국달러SOFR금리액티브(합성),11325.0,상승  65,+0.58%,0.0,,,,
463.0,콜마홀딩스,9570.0,상승  230,+2.46%,500.0,6373.0,169.0,,-0.61
464.0,KODEX 선진국MSCI World,27400.0,상승  230,+0.85%,0.0,,,,
465.0,HL홀딩스,34350.0,보합0,0.00%,5000.0,12855.0,922.0,4.57,5.01
466.0,남해화학,7000.0,상승  40,+0.57%,1000.0,15881.0,111.0,14.03,2.34
467.0,삼부토건,1636.0,하락  89,-5.16%,1000.0,5750.0,-782.0,-2.5,-73.88
468.0,광동제약,6590.0,상승  20,+0.30%,1000.0,15145.0,421.0,8.41,6.96
469.0,두산우,86200.0,"상승  4,400",+5.38%,5000.0,,,-5.36,
470.0,KG케미칼,5020.0,하락  110,-2.14%,1000.0,89331.0,4426.0,4.15,11.06
471.0,BGF,3570.0,하락  30,-0.83%,1000.0,4432.0,705.0,4.55,4.81
472.0,삼성 인버스 2X 천연가스 선물 ETN C,68180.0,"상승  4,810",+7.59%,0.0,,,,
473.0,조광피혁,50900.0,하락  900,-1.74%,5000.0,1266.0,63.0,32.01,2.23
474.0,대상홀딩스,9340.0,상승  350,+3.89%,1000.0,52594.0,1146.0,26.38,2.85
475.0,KODEX 단기변동금리부채권액티브,110765.0,상승  5,0.00%,0.0,,,,
476.0,한화3우B,14970.0,상승  160,+1.08%,5000.0,,,-9.23,
477.0,TIGER 글로벌자율주행&전기차SOLACTIVE,11440.0,상승  260,+2.33%,0.0,,,,
478.0,ACE 미국배당다우존스,11500.0,상승  190,+1.68%,0.0,,,,
479.0,KODEX 25-11 회사채(A+이상)액티브,10450.0,하락  10,-0.10%,0.0,,,,
480.0,미래에셋 레버리지 원유선물혼합 ETN(H),8150.0,하락  270,-3.21%,0.0,,,,
481.0,TIGER 인도니프티50,12725.0,상승  95,+0.75%,0.0,,,,
482.0,KODEX 인도Nifty50,13000.0,상승  60,+0.46%,0.0,,,,
483.0,농심홀딩스,71000.0,상승  300,+0.42%,5000.0,7695.0,753.0,3.97,6.11
484.0,KBSTAR CD금리액티브(합성),100700.0,상승  10,+0.01%,0.0,,,,
485.0,TIGER 중장기국채,49990.0,하락  45,-0.09%,0.0,,,,
486.0,KISCO홀딩스,20100.0,하락  600,-2.90%,1000.0,15419.0,1493.0,4.07,8.38
487.0,대원강업,5230.0,상승  90,+1.75%,500.0,11068.0,592.0,9.47,6.17
488.0,지누스,15610.0,상승  430,+2.83%,500.0,9523.0,183.0,-23.8,0.85
489.0,대원제약,14530.0,상승  120,+0.83%,500.0,5270.0,322.0,13.6,9.25
490.0,국도화학,35600.0,하락  100,-0.28%,5000.0,13118.0,192.0,-83.57,0.92
491.0,KODEX 미국30년국채울트라선물(H),7690.0,상승  55,+0.72%,0.0,,,,
492.0,에어부산,2720.0,상승  40,+1.49%,1000.0,8904.0,1598.0,2.85,66.45
493.0,ARIRANG 고배당주,13900.0,상승  200,+1.46%,0.0,,,,
494.0,에이프로젠,1181.0,하락  6,-0.51%,500.0,1506.0,-889.0,-5.11,-30.65
495.0,현대비앤지스틸,20850.0,하락  150,-0.71%,5000.0,10453.0,-352.0,-24.88,-5.93
496.0,한투 KIS CD금리투자 ETN,52200.0,보합0,0.00%,0.0,,,,
497.0,송원산업,13040.0,하락  10,-0.08%,500.0,10300.0,585.0,10.13,5.02
498.0,1Q 머니마켓액티브,50385.0,상승  10,+0.02%,0.0,,,,
499.0,KBSTAR 비메모리반도체액티브,13840.0,상승  10,+0.07%,0.0,,,,
500.0,TIGER 2차전지TOP10,11300.0,상승  130,+1.16%,0.0,,,,
501.0,코오롱ENP,8100.0,상승  360,+4.65%,1000.0,4562.0,338.0,9.19,12.21
502.0,대한제강,13120.0,하락  40,-0.30%,1000.0,14478.0,1099.0,3.66,9.88
503.0,STX엔진,13290.0,상승  140,+1.06%,2500.0,6304.0,189.0,32.57,2.19
504.0,백산,13570.0,하락  310,-2.23%,500.0,4177.0,531.0,6.36,21.47
505.0,이리츠코크렙,4815.0,상승  65,+1.37%,500.0,223.0,173.0,16.38,4.16
506.0,TIGER 미국테크TOP10+10%프리미엄,11870.0,하락  85,-0.71%,0.0,,,,
507.0,TIGER 글로벌리튬&2차전지SOLACTIVE(합성),6700.0,상승  65,+0.98%,0.0,,,,
508.0,TIGER 일본니케이225,20700.0,상승  435,+2.15%,0.0,,,,
509.0,KOSEF 200,35945.0,하락  10,-0.03%,0.0,,,,
510.0,알루코,3100.0,보합0,0.00%,500.0,5912.0,376.0,14.98,7.19
511.0,KEC,1476.0,하락  14,-0.94%,500.0,2069.0,-330.0,-7.49,-11.8
512.0,아이마켓코리아,8700.0,상승  20,+0.23%,500.0,34256.0,511.0,17.51,4.31
513.0,KODEX 은행,8070.0,상승  130,+1.64%,0.0,,,,
514.0,한일현대시멘트,14980.0,상승  40,+0.27%,5000.0,5047.0,480.0,7.44,9.29
515.0,한진,19270.0,상승  110,+0.57%,5000.0,28075.0,1225.0,12.23,1.86
516.0,케이씨,21250.0,하락  300,-1.39%,500.0,7270.0,664.0,6.09,6.44
517.0,대동,11200.0,하락  10,-0.09%,1000.0,14334.0,654.0,2240.0,4.41
518.0,KODEX 국고채30년액티브,104080.0,하락  225,-0.22%,0.0,,,,
519.0,KBSTAR 미국30년국채엔화노출(합성 H),8515.0,상승  90,+1.07%,0.0,,,,
520.0,TIGER 미국달러SOFR금리액티브(합성),54620.0,상승  275,+0.51%,0.0,,,,
521.0,에이블씨엔씨,10980.0,상승  760,+7.44%,500.0,2736.0,114.0,44.27,6.05
522.0,CR홀딩스,6060.0,하락  70,-1.14%,500.0,8169.0,394.0,90.45,0.06
523.0,삼양패키징,17940.0,보합0,0.00%,5000.0,4217.0,325.0,10.67,6.92
524.0,종근당홀딩스,56500.0,상승  500,+0.89%,2500.0,8798.0,170.0,6.49,8.61
525.0,ACE 베트남VN30(합성),19680.0,상승  205,+1.05%,0.0,,,,
526.0,서울가스,56100.0,상승  100,+0.18%,5000.0,17174.0,-32.0,10.38,1.91
527.0,모토닉,8490.0,상승  60,+0.71%,500.0,2443.0,152.0,9.61,6.26
528.0,KODEX ESG종합채권(A-이상)액티브,109385.0,상승  180,+0.16%,0.0,,,,
529.0,조일알미늄,2210.0,하락  20,-0.90%,500.0,4658.0,85.0,96.09,-0.07
530.0,이월드,1972.0,상승  21,+1.08%,1000.0,1153.0,79.0,-26.29,-3.92
531.0,ACE 테슬라밸류체인액티브,10295.0,상승  165,+1.63%,0.0,,,,
532.0,대한제당,3090.0,상승  10,+0.32%,500.0,13323.0,472.0,10.3,5.97
533.0,현대차증권,8680.0,하락  20,-0.23%,5000.0,15822.0,652.0,6.29,4.28
534.0,DB,1368.0,하락  8,-0.58%,500.0,4586.0,370.0,31.09,5.96
535.0,삼성 레버리지 천연가스 선물 ETN C,6840.0,하락  545,-7.38%,0.0,,,,
536.0,한국금융지주우,46350.0,상승  150,+0.32%,5000.0,,,4.04,
537.0,KBSTAR 200TR,19730.0,보합0,0.00%,0.0,,,,
538.0,제이에스코퍼레이션,20300.0,"상승  3,450",+20.47%,100.0,8628.0,840.0,5.46,16.16
539.0,포스코스틸리온,45000.0,상승  400,+0.90%,5000.0,11585.0,306.0,9.19,7.07
540.0,대원전선,3595.0,하락  115,-3.10%,500.0,5154.0,131.0,25.68,10.02
541.0,환인제약,14480.0,상승  30,+0.21%,500.0,2304.0,302.0,8.49,8.61
542.0,SK증권,569.0,상승  3,+0.53%,500.0,11445.0,131.0,113.8,0.4
543.0,삼성 인버스 2X 코스닥150 선물 ETN,6720.0,하락  165,-2.40%,0.0,,,,
544.0,교촌에프앤비,10710.0,하락  50,-0.46%,500.0,4450.0,248.0,14.92,7.85
545.0,신성통상,1860.0,상승  41,+2.25%,500.0,15426.0,1441.0,4.4,21.69
546.0,예스코홀딩스,44500.0,하락  550,-1.22%,5000.0,14305.0,575.0,17.53,4.99
547.0,HJ중공업,3205.0,상승  15,+0.47%,5000.0,21621.0,-1088.0,-3.53,-31.41
548.0,삼익THK,12700.0,하락  100,-0.78%,500.0,3156.0,69.0,244.23,0.48
549.0,이연제약,14320.0,하락  30,-0.21%,500.0,1511.0,40.0,139.03,1.44
550.0,삼진제약,19140.0,하락  60,-0.31%,1000.0,2921.0,205.0,20.08,6.99
551.0,도화엔지니어링,7850.0,하락  50,-0.63%,500.0,5750.0,219.0,12.38,7.7
552.0,현대코퍼레이션,19980.0,하락  120,-0.60%,5000.0,65804.0,993.0,2.9,16.57
553.0,TIGER 은행고배당플러스TOP10,13145.0,상승  200,+1.54%,0.0,,,,
554.0,이지스밸류리츠,5120.0,하락  10,-0.19%,1000.0,413.0,346.0,8.94,7.99
555.0,ARIRANG 국고채10년액티브,51770.0,하락  45,-0.09%,0.0,,,,
556.0,한솔제지,11010.0,보합0,0.00%,5000.0,21941.0,472.0,7.81,0.24
557.0,TIGER 반도체,42935.0,하락  355,-0.82%,0.0,,,,
558.0,SIMPAC,3965.0,하락  70,-1.73%,500.0,6094.0,175.0,-14.01,-1.09
559.0,TIGER 헬스케어,30650.0,상승  120,+0.39%,0.0,,,,
560.0,동국홀딩스,8140.0,하락  90,-1.09%,5000.0,18411.0,601.0,0.86,9.45
561.0,토니모리,10690.0,상승  50,+0.47%,200.0,1511.0,96.0,105.84,3.95
562.0,ACE 미국빅테크TOP7 Plus,14125.0,하락  200,-1.40%,0.0,,,,
563.0,한화갤러리아,1320.0,상승  7,+0.53%,500.0,4345.0,98.0,-9.57,
564.0,한국토지신탁,1011.0,보합0,0.00%,1000.0,2701.0,312.0,-30.64,-0.84
565.0,스카이라이프,5370.0,하락  10,-0.19%,2500.0,10256.0,141.0,-2.5,-12.83
566.0,웅진씽크빅,2205.0,하락  35,-1.56%,500.0,8901.0,56.0,-8.58,-9.3
567.0,일성아이에스,19050.0,상승  150,+0.79%,1000.0,781.0,-80.0,-6.83,-5.04
568.0,서흥,21900.0,하락  100,-0.45%,500.0,5946.0,430.0,48.45,1.45
569.0,부국증권,24300.0,하락  100,-0.41%,5000.0,8150.0,691.0,5.67,7.89
570.0,일양약품,13130.0,상승  20,+0.15%,2500.0,3705.0,248.0,-74.6,-1.1
571.0,이수화학,10970.0,상승  60,+0.55%,5000.0,19955.0,-560.0,-16.42,-13.5
572.0,한국화장품제조,54900.0,상승  900,+1.67%,500.0,1093.0,90.0,28.01,14.58
573.0,신대양제지,6170.0,상승  10,+0.16%,500.0,6454.0,585.0,5.27,8.41
574.0,콘텐트리중앙,12870.0,상승  360,+2.88%,5000.0,9930.0,-681.0,-2.25,-129.35
575.0,흥국화재,3845.0,보합0,0.00%,5000.0,33524.0,4078.0,0.79,15.99
576.0,KBSTAR 25-03 회사채(AA-이상)액티브,50900.0,보합0,0.00%,0.0,,,,
577.0,신한서부티엔디리츠,4405.0,상승  45,+1.03%,1000.0,165.0,106.0,30.8,2.02
578.0,KODEX 미국S&P500(H),12305.0,하락  20,-0.16%,0.0,,,,
579.0,한농화성,15710.0,상승  200,+1.29%,500.0,2124.0,-24.0,17.02,7.87
580.0,KPX홀딩스,57800.0,상승  600,+1.05%,5000.0,12070.0,654.0,4.15,9.54
