N,종목명,현재가,전일비,등락률,액면가,매출액,영업이익,PER,ROE
1808.0,메리츠 미국채10년 ETN,10145.0,상승  85,+0.84%,0.0,
1809.0,KBSTAR 미국빅데이터Top3채권혼합iSelect,12680.0,상승  190,+1.52%,0.0,
1810.0,메리츠 미국채30년 ETN,10135.0,상승  160,+1.60%,0.0,
1811.0,한투 플래티넘 선물 ETN,10130.0,하락  20,-0.20%,0.0,
1812.0,KBSTAR 200고배당커버드콜ATM,7775.0,상승  45,+0.58%,0.0,
1813.0,메리츠 인버스 3X 미국채10년 ETN,50485.0,하락  275,-0.54%,0.0,
1814.0,메리츠 3X 레버리지 미국채10년 ETN,50435.0,상승  820,+1.65%,0.0,
1815.0,메리츠 대표 농산물 선물 ETN(H),10085.0,하락  30,-0.30%,0.0,
1816.0,QV S&P500 VIX S/T 선물 ETN D,5040.0,하락  50,-0.98%,0.0,
1817.0,메리츠 인버스 3X 국채5년 ETN,20140.0,보합0,0.00%,0.0,
1818.0,삼성 S&P500 VIX S/T 선물 ETN,5030.0,하락  40,-0.79%,0.0,
1819.0,메리츠 인버스 3X 미국채30년 ETN,50210.0,하락  730,-1.43%,0.0,
1820.0,TREX 펀더멘탈 200,40125.0,상승  80,+0.20%,0.0,
1821.0,메리츠 인버스 국채5년 ETN,10025.0,보합0,0.00%,0.0,
1822.0,KBSTAR 글로벌클린에너지S&P,7705.0,상승  160,+2.12%,0.0,
1823.0,KBSTAR 글로벌수소경제Indxx,8340.0,상승  280,+3.47%,0.0,
1824.0,메리츠 인버스 3X 국채3년 ETN,19985.0,보합0,0.00%,0.0,
1825.0,한투 인버스 은 선물 ETN,9980.0,상승  185,+1.89%,0.0,
1826.0,TIGER 코스닥글로벌,11085.0,하락  95,-0.85%,0.0,
1827.0,신한 인버스 구리 선물 ETN(H),4970.0,상승  35,+0.71%,0.0,
1828.0,메리츠 3X 레버리지 국채10년 ETN,19860.0,상승  5,+0.03%,0.0,
1829.0,KBSTAR 미국30년국채액티브,9920.0,상승  110,+1.12%,0.0,
1830.0,KODEX 미국클린에너지나스닥,7065.0,상승  265,+3.90%,0.0,
1831.0,코오롱글로벌우,13330.0,상승  310,+2.38%,5000.0,-7.24
1832.0,메리츠 인버스 2X 국채3년 ETN,9870.0,보합0,0.00%,0.0,
1833.0,KODEX 필수소비재,7040.0,상승  40,+0.57%,0.0,
1834.0,한투 인버스 베트남 VN30 선물 ETN(H),9840.0,하락  100,-1.01%,0.0,
1835.0,메리츠 인버스 3X 국채10년 ETN,19665.0,보합0,0.00%,0.0,
1836.0,KOSEF 블루칩,8180.0,상승  20,+0.25%,0.0,
1837.0,JW중외제약우,28700.0,상승  200,+0.70%,2500.0,17.2
1838.0,대신 3X 레버리지 국채10년 ETN,19585.0,상승  105,+0.54%,0.0,
1839.0,메리츠 KAP 일본 엔화 ETN,9785.0,상승  45,+0.46%,0.0,
1840.0,TIGER 미국나스닥넥스트100,12200.0,상승  55,+0.45%,0.0,
1841.0,SOL 국고채30년액티브,48670.0,상승  130,+0.27%,0.0,
1842.0,KB 레버리지 구리 선물 ETN(H),19350.0,하락  220,-1.12%,0.0,
1843.0,ACE 레버리지,7440.0,하락  20,-0.27%,0.0,
1844.0,KBSTAR 국채30년레버리지KAP(합성),19285.0,하락  85,-0.44%,0.0,
1845.0,한투 베트남 VN30 선물 ETN(H),9620.0,하락  50,-0.52%,0.0,
1846.0,KBSTAR KRX300,17425.0,하락  75,-0.43%,0.0,
1847.0,TIGER 200 철강소재,8235.0,상승  55,+0.67%,0.0,
1848.0,히어로즈 미국성장기업30액티브,12730.0,하락  10,-0.08%,0.0,
1849.0,삼성 인버스 2X 구리 선물 ETN(H),1908.0,상승  24,+1.27%,0.0,
1850.0,메리츠 인버스 2X 국채5년 ETN,9500.0,상승  5,+0.05%,0.0,
1851.0,TIGER 유로스탁스레버리지(합성 H),11875.0,상승  160,+1.37%,0.0,
1852.0,KB 인버스 2X 밀 선물 ETN,18920.0,하락  70,-0.37%,0.0,
1853.0,QV US 500 ETN(H),13480.0,보합0,0.00%,0.0,
1854.0,한투 일본 엔선물 ETN C,9380.0,상승  40,+0.43%,0.0,
1855.0,메리츠 인버스 구리 선물 ETN(H),9320.0,상승  105,+1.14%,0.0,
1856.0,TRUSTON 주주가치액티브,11645.0,상승  85,+0.74%,0.0,
1857.0,메리츠 KAP 레버리지 일본 엔화 ETN,18630.0,상승  195,+1.06%,0.0,
1858.0,메리츠 KAP 인버스 2X 중국 위안화 ETN,18620.0,하락  180,-0.96%,0.0,
1859.0,HANARO K-뷰티,13260.0,상승  195,+1.49%,0.0,
1860.0,히어로즈 미국달러SOFR금리액티브(합성),11445.0,상승  50,+0.44%,0.0,
1861.0,신한 인버스 2X 미국달러 선물 ETN,4630.0,하락  45,-0.96%,0.0,
1862.0,ARIRANG 미국테크10레버리지iSelect(합성),18490.0,하락  415,-2.20%,0.0,
1863.0,대신 S&P 2X 천연가스 선물 ETN B,9225.0,하락  685,-6.91%,0.0,
1864.0,삼성 인버스 구리 선물 ETN(H),9225.0,상승  60,+0.65%,0.0,
1865.0,KODEX 테슬라밸류체인FactSet,12285.0,상승  160,+1.32%,0.0,
1866.0,KBSTAR 글로벌주식분산액티브,12275.0,상승  15,+0.12%,0.0,
1867.0,VITA 밸류알파액티브,13150.0,보합0,0.00%,0.0,
1868.0,KODEX 미국스마트모빌리티S&P,5740.0,상승  60,+1.06%,0.0,
1869.0,KoAct 테크핵심소재공급망액티브,9625.0,상승  45,+0.47%,0.0,
1870.0,성신양회우,12380.0,상승  130,+1.06%,5000.0,3.97
1871.0,삼성 코스피 양매도 5% OTM ETN,9105.0,상승  10,+0.11%,0.0,
1872.0,HANARO 탄소효율그린뉴딜,9100.0,상승  175,+1.96%,0.0,
1873.0,KBSTAR 미국S&P배당킹,10705.0,상승  130,+1.23%,0.0,
1874.0,한화갤러리아우,3125.0,상승  35,+1.13%,500.0,-22.64
1875.0,KCGI 미국S&P500 TOP10,10055.0,하락  130,-1.28%,0.0,
1876.0,메리츠 레버리지 국채10년 ETN,9045.0,보합0,0.00%,0.0,
1877.0,KB 레버리지 콩 선물 ETN,18075.0,상승  275,+1.54%,0.0,
1878.0,KBSTAR 미국장기국채선물레버리지(합성 H),5805.0,상승  65,+1.13%,0.0,
1879.0,히어로즈 국고채30년액티브,56125.0,상승  60,+0.11%,0.0,
1880.0,KBSTAR 유로스탁스50(H),13790.0,상승  60,+0.44%,0.0,
1881.0,TIMEFOLIO 이노베이션액티브,8145.0,보합0,0.00%,0.0,
1882.0,KOSEF 차이나A50커넥트MSCI,8525.0,상승  40,+0.47%,0.0,
1883.0,SOL KEDI메가테크액티브,14895.0,하락  160,-1.06%,0.0,
1884.0,TIMEFOLIO 글로벌우주테크&방산액티브,10505.0,상승  95,+0.91%,0.0,
1885.0,에셋플러스 글로벌일등기업포커스10액티브,11085.0,상승  15,+0.14%,0.0,
1886.0,ACE 미국하이일드액티브(H),9850.0,하락  30,-0.30%,0.0,
1887.0,FOCUS ESG리더스,11080.0,상승  110,+1.00%,0.0,
1888.0,TIGER 미국달러선물레버리지,14725.0,상승  115,+0.79%,0.0,
1889.0,KB S&P 유럽탄소배출권 선물 ETN(H),8830.0,상승  155,+1.79%,0.0,
1890.0,에셋플러스 코리아대장장이액티브,11030.0,상승  10,+0.09%,0.0,
1891.0,ACE 밸류대형,9800.0,상승  20,+0.20%,0.0,
1892.0,ACE 삼성그룹동일가중,17600.0,하락  40,-0.23%,0.0,
1893.0,대신 인버스 3X 국채30년 ETN,43985.0,보합0,0.00%,0.0,
1894.0,신한 인버스 달러인덱스 선물 ETN(H),8780.0,보합0,0.00%,0.0,
1895.0,KODEX 아시아AI반도체exChina액티브,19465.0,하락  155,-0.79%,0.0,
1896.0,삼성 인버스 금 선물 ETN(H),8715.0,하락  80,-0.91%,0.0,
1897.0,HANARO 글로벌반도체TOP10 SOLACTIVE,15820.0,하락  165,-1.03%,0.0,
1898.0,한투 S&P 엔달러 선물 ETN(H),8700.0,하락  10,-0.11%,0.0,
1899.0,KOSEF 미국달러선물인버스,8530.0,하락  35,-0.41%,0.0,
1900.0,KODEX iShares미국인플레이션국채액티브,10585.0,상승  75,+0.71%,0.0,
1901.0,메리츠 인버스 2X 은 선물 ETN(H),8655.0,상승  185,+2.18%,0.0,
1902.0,QV 인버스 레버리지 은 선물 ETN(H),8615.0,상승  330,+3.98%,0.0,
1903.0,TIGER S&P글로벌인프라(합성),13250.0,상승  210,+1.61%,0.0,
1904.0,TIMEFOLIO 탄소중립액티브,14310.0,상승  5,+0.03%,0.0,
1905.0,대덕1우,7070.0,상승  70,+1.00%,500.0,24.13
1906.0,TIGER KRX300,17075.0,하락  25,-0.15%,0.0,
1907.0,ARIRANG 200선물레버리지,33960.0,하락  80,-0.24%,0.0,
1908.0,한투 레버리지 일본 엔선물 ETN C,8490.0,상승  65,+0.77%,0.0,
1909.0,KB 레버리지 밀 선물 ETN,16800.0,상승  185,+1.11%,0.0,
1910.0,ACE 골드선물 레버리지(합성 H),20975.0,상승  260,+1.26%,0.0,
1911.0,TIGER 이머징마켓MSCI레버리지(합성 H),7610.0,하락  105,-1.36%,0.0,
1912.0,삼성 인버스 코스닥 150 선물 ETN,8345.0,하락  90,-1.07%,0.0,
1913.0,TIGER 금은선물(H),11120.0,상승  80,+0.72%,0.0,
1914.0,메리츠 인버스 3X 국채30년 ETN,41695.0,상승  145,+0.35%,0.0,
1915.0,KOSEF 200선물레버리지,16670.0,하락  35,-0.21%,0.0,
1916.0,KODEX KTOP30,16665.0,하락  25,-0.15%,0.0,
1917.0,노루홀딩스우,34050.0,상승  500,+1.49%,500.0,14.45
1918.0,ARIRANG KS모멘텀가중TR,15050.0,하락  15,-0.10%,0.0,
1919.0,ARIRANG KS로우사이즈가중TR,16550.0,상승  165,+1.01%,0.0,
1920.0,마이다스 KoreaStock중소형액티브,22060.0,상승  230,+1.05%,0.0,
1921.0,크라운제과우,10690.0,상승  150,+1.42%,200.0,5.94
1922.0,KODEX 모멘텀Plus,13780.0,상승  70,+0.51%,0.0,
1923.0,한투 인버스 유로스탁스50 ETN(H) C,8225.0,하락  70,-0.84%,0.0,
1924.0,TIGER 로우볼,12425.0,상승  85,+0.69%,0.0,
1925.0,KOSEF 코스닥글로벌,11715.0,상승  125,+1.08%,0.0,
1926.0,KODEX 혁신기술테마액티브,13655.0,상승  60,+0.44%,0.0,
1927.0,ARIRANG 미국달러SOFR금리액티브(합성),54470.0,상승  15,+0.03%,0.0,
1928.0,KODEX Fn K-뉴딜디지털플러스,7420.0,하락  10,-0.13%,0.0,
1929.0,KODEX 미국ETF산업Top10 Indxx,13595.0,상승  40,+0.30%,0.0,
1930.0,ARIRANG KS밸류가중TR,16295.0,상승  115,+0.71%,0.0,
1931.0,KBSTAR 차이나항셍테크,5615.0,상승  30,+0.54%,0.0,
1932.0,KBSTAR 주식혼합,40680.0,하락  180,-0.44%,0.0,
1933.0,HANARO 미국S&P500,13505.0,하락  35,-0.26%,0.0,
1934.0,SK증권우,2070.0,보합0,0.00%,500.0,414.0
1935.0,키움 KPOP ETN,8025.0,상승  25,+0.31%,0.0,
1936.0,TIGER 한중전기차(합성),8430.0,상승  10,+0.12%,0.0,
1937.0,TIGER 모멘텀,28585.0,하락  25,-0.09%,0.0,
1938.0,메리츠 국채30년 ETN,7970.0,하락  5,-0.06%,0.0,
1939.0,KODEX MSCI밸류,11285.0,보합0,0.00%,0.0,
1940.0,QV iSelect 배터리 재활용 Top10 ETN,7895.0,상승  35,+0.45%,0.0,
1941.0,HANARO 글로벌워터MSCI(합성),13110.0,상승  110,+0.85%,0.0,
1942.0,BNK 미래전략기술액티브,10480.0,하락  10,-0.10%,0.0,
1943.0,KODEX 코스닥150롱코스피200숏선물,9815.0,상승  105,+1.08%,0.0,
1944.0,HANARO KAP초장기국고채,37720.0,상승  45,+0.12%,0.0,
1945.0,ARIRANG 태양광&ESS Fn,11200.0,하락  35,-0.31%,0.0,
1946.0,메리츠 CSI 300 ETN,7840.0,보합0,0.00%,0.0,
1947.0,KODEX 한중반도체(합성),12910.0,보합0,0.00%,0.0,
1948.0,KODEX Fn멀티팩터,12865.0,보합0,0.00%,0.0,
1949.0,KODEX MSCI모멘텀,12865.0,하락  105,-0.81%,0.0,
1950.0,SOL 미국테크TOP10인버스(합성),9640.0,상승  85,+0.89%,0.0,
1951.0,메리츠 인버스 은 선물 ETN(H),7685.0,상승  125,+1.65%,0.0,
1952.0,ARIRANG S&P글로벌인프라,15300.0,상승  190,+1.26%,0.0,
1953.0,신한 인버스 다우존스지수 선물 ETN(H),3810.0,보합0,0.00%,0.0,
1954.0,삼성 인버스 은 선물 ETN(H),7620.0,상승  70,+0.93%,0.0,
1955.0,KOSEF Fn중소형,22405.0,상승  195,+0.88%,0.0,
1956.0,KBSTAR 글로벌메타버스Moorgate,13805.0,하락  195,-1.39%,0.0,
1957.0,WOORI AI ESG액티브,9460.0,하락  35,-0.37%,0.0,
1958.0,KBSTAR 글로벌데이터센터리츠나스닥(합성),10785.0,상승  255,+2.42%,0.0,
1959.0,메리츠 미국채30년 ETN(H),7545.0,상승  45,+0.60%,0.0,
1960.0,한투 S&P 레버리지 엔달러 선물 ETN(H),7515.0,보합0,0.00%,0.0,
1961.0,KB 인버스 KOSPI 200 선물 ETN,10700.0,상승  85,+0.80%,0.0,
1962.0,ACE Fn5G플러스,10700.0,하락  95,-0.88%,0.0,
1963.0,ARIRANG KS로우볼가중TR,13535.0,상승  40,+0.30%,0.0,
1964.0,신한 인버스 2X 10년 국채선물 ETN,10600.0,보합0,0.00%,0.0,
1965.0,파워 고배당저변동성,30900.0,상승  160,+0.52%,0.0,
1966.0,TIGER 우량가치,11740.0,상승  75,+0.64%,0.0,
1967.0,하나 블룸버그 2X 천연가스 선물 ETN(H) B,7380.0,하락  615,-7.69%,0.0,
1968.0,ARIRANG KS퀄리티가중TR,14735.0,상승  50,+0.34%,0.0,
1969.0,WOORI 200,36625.0,하락  30,-0.08%,0.0,
1970.0,KBSTAR V&S셀렉트밸류,14605.0,하락  20,-0.14%,0.0,
1971.0,TIGER 경기방어채권혼합,9125.0,하락  5,-0.05%,0.0,
1972.0,KBSTAR 헬스케어,12155.0,하락  75,-0.61%,0.0,
1973.0,TREX 200,36440.0,하락  20,-0.05%,0.0,
1974.0,ARIRANG K리츠Fn,7285.0,상승  115,+1.60%,0.0,
1975.0,TIGER 미국S&P500선물인버스(H),3235.0,보합0,0.00%,0.0,
1976.0,삼성 인버스 나스닥 100 ETN(H),7275.0,상승  50,+0.69%,0.0,
1977.0,TIGER 우선주,12110.0,하락  65,-0.53%,0.0,
1978.0,KBSTAR KQ고배당,11985.0,상승  30,+0.25%,0.0,
1979.0,히어로즈 TDF2050액티브,12990.0,상승  50,+0.39%,0.0,
1980.0,SOL KRX기후변화솔루션,11895.0,하락  45,-0.38%,0.0,
1981.0,TIGER KTOP30,8380.0,하락  25,-0.30%,0.0,
1982.0,ARIRANG 글로벌MSCI(합성 H),18240.0,하락  195,-1.06%,0.0,
1983.0,KBSTAR 국채선물3년,53055.0,하락  5,-0.01%,0.0,
1984.0,TIGER 200 생활소비재,8665.0,상승  55,+0.64%,0.0,
1985.0,KB 인버스 2X S&P 500 선물 ETN,7070.0,상승  55,+0.78%,0.0,
1986.0,신한 인버스 은 선물 ETN(H),3535.0,상승  25,+0.71%,0.0,
1987.0,신한 레버리지 10년 국채선물 ETN,10095.0,보합0,0.00%,0.0,
1988.0,KOSEF Fn유전자혁신기술,9415.0,하락  20,-0.21%,0.0,
1989.0,노루페인트우,15200.0,하락  390,-2.50%,500.0,10.45
1990.0,KOSEF 코스피100,27075.0,하락  75,-0.28%,0.0,
1991.0,KODEX 미국30년국채울트라선물인버스(H),11685.0,하락  135,-1.14%,0.0,
1992.0,한양증권우,13320.0,보합0,0.00%,5000.0,5.03
1993.0,KOSEF 미국블록버스터바이오테크의약품+,9975.0,상승  105,+1.06%,0.0,
1994.0,KOSEF 미국방어배당성장나스닥,13955.0,상승  100,+0.72%,0.0,
1995.0,ACE 일본TOPIX인버스(합성 H),2580.0,하락  45,-1.71%,0.0,
1996.0,KODEX 200 중소형,13900.0,상승  205,+1.50%,0.0,
1997.0,HANARO 글로벌금채굴기업,12610.0,하락  10,-0.08%,0.0,
1998.0,ARIRANG 코스피,27580.0,상승  220,+0.80%,0.0,
1999.0,KB 인버스 2X 구리 선물 ETN(H),13700.0,상승  200,+1.48%,0.0,
2000.0,ACE 코스피,27395.0,상승  250,+0.92%,0.0,
2001.0,ARIRANG 고배당저변동50,12450.0,상승  90,+0.73%,0.0,
2002.0,KB KOSDAQ 150 선물 ETN,9755.0,하락  20,-0.20%,0.0,
2003.0,KOSEF SK그룹대표주,12335.0,하락  80,-0.64%,0.0,
2004.0,하나 인버스 2X 코스닥150 선물 ETN,6780.0,하락  120,-1.74%,0.0,
2005.0,한투 인버스 2X S&P500 선물 ETN(H),1351.0,상승  5,+0.37%,0.0,
2006.0,ARIRANG 200선물인버스2X,4340.0,하락  55,-1.25%,0.0,
2007.0,WOORI 미국우주항공방산,13420.0,상승  220,+1.67%,0.0,
2008.0,KODEX 200동일가중,11180.0,상승  60,+0.54%,0.0,
2009.0,HANARO KRX300,16750.0,상승  105,+0.63%,0.0,
2010.0,TIGER 차이나항셍25,14835.0,상승  80,+0.54%,0.0,
2011.0,TIGER 200 경기소비재,16635.0,보합0,0.00%,0.0,
2012.0,KB 인버스 2X 금 선물 ETN(H),13290.0,하락  165,-1.23%,0.0,
2013.0,KODEX 국채선물10년인버스,55300.0,하락  40,-0.07%,0.0,
2014.0,ACE 베트남VN30선물블룸버그레버리지(H),11045.0,상승  235,+2.17%,0.0,
2015.0,KB STAR 50 ETN,6620.0,상승  45,+0.68%,0.0,
2016.0,에셋플러스 글로벌영에이지액티브,13205.0,상승  80,+0.61%,0.0,
2017.0,삼성 인버스 2X 은 선물 ETN(H),658.0,상승  15,+2.33%,0.0,
2018.0,TIGER 200커버드콜5%OTM,13155.0,하락  10,-0.08%,0.0,
2019.0,KODEX 국채선물3년인버스,54730.0,보합0,0.00%,0.0,
2020.0,SOL 한국형글로벌플랫폼&메타버스액티브,13095.0,하락  210,-1.58%,0.0,
2021.0,신한 인버스 2X Russell 2000 ETN,6525.0,하락  145,-2.17%,0.0,
2022.0,HANARO Fn K-메타버스MZ,7250.0,하락  35,-0.48%,0.0,
2023.0,KODEX 최소변동성,10870.0,상승  40,+0.37%,0.0,
2024.0,HANARO KRX기후변화솔루션,11845.0,상승  15,+0.13%,0.0,
2025.0,일양약품우,14600.0,하락  280,-1.88%,2500.0,-82.95
2026.0,KODEX 콩선물(H),12970.0,상승  35,+0.27%,0.0,
2027.0,KB KOSPI 200 선물 ETN,9255.0,보합0,0.00%,0.0,
2028.0,TIGER 200동일가중,11715.0,상승  115,+0.99%,0.0,
2029.0,히어로즈 TDF2040액티브,12855.0,상승  50,+0.39%,0.0,
2030.0,TIGER 의료기기,14250.0,상승  110,+0.78%,0.0,
2031.0,KBSTAR KRX300미국달러선물혼합,18280.0,상승  30,+0.16%,0.0,
2032.0,동원시스템즈우,24000.0,보합0,0.00%,5000.0,10.51
2033.0,삼성 인버스 2X 금 선물 ETN(H),6330.0,하락  90,-1.40%,0.0,
2034.0,ARIRANG 국채선물3년,54485.0,보합0,0.00%,0.0,
2035.0,TIGER MSCI KOREA ESG유니버설,10520.0,보합0,0.00%,0.0,
2036.0,티와이홀딩스우,5050.0,하락  50,-0.98%,500.0,-0.29
2037.0,KBSTAR 글로벌농업경제MV,8920.0,상승  120,+1.36%,0.0,
2038.0,ACE Fn성장소비주도주,6205.0,상승  45,+0.73%,0.0,
2039.0,KOSEF 독일DAX,12375.0,상승  105,+0.86%,0.0,
2040.0,SOL 차이나육성산업액티브(합성),5610.0,상승  80,+1.45%,0.0,
2041.0,메리츠 천연가스 선물 ETN(H),2055.0,하락  80,-3.75%,0.0,
2042.0,KBSTAR 미국달러선물인버스,9455.0,하락  45,-0.47%,0.0,
2043.0,ACE 중국본토CSI300레버리지(합성),2650.0,상승  45,+1.73%,0.0,
2044.0,에셋플러스 글로벌다이나믹시니어액티브,11720.0,상승  50,+0.43%,0.0,
2045.0,히어로즈 TDF2030액티브,12150.0,상승  55,+0.45%,0.0,
2046.0,KODEX 한중전기차(합성),8665.0,상승  115,+1.35%,0.0,
2047.0,KB 인버스 2X KOSPI 200 선물 ETN,12060.0,하락  45,-0.37%,0.0,
2048.0,ARIRANG 글로벌HBM반도체,20050.0,하락  240,-1.18%,0.0,
2049.0,KBSTAR 우량업종대표주,12025.0,하락  20,-0.17%,0.0,
2050.0,크라운해태홀딩스우,10000.0,상승  50,+0.50%,500.0,6.61
2051.0,KBSTAR TDF2040액티브,12005.0,상승  20,+0.17%,0.0,
2052.0,ACE 싱가포르리츠,11995.0,상승  150,+1.27%,0.0,
2053.0,TIGER 지주회사,10895.0,상승  155,+1.44%,0.0,
2054.0,KB 인버스 KOSDAQ150 선물 ETN,8480.0,하락  35,-0.41%,0.0,
2055.0,TIGER 증권,4865.0,상승  5,+0.10%,0.0,
2056.0,남선알미우,19270.0,하락  330,-1.68%,500.0,-6423.33
2057.0,KBSTAR KRX기후변화솔루션,11845.0,하락  65,-0.55%,0.0,
2058.0,메리츠 레버리지 미국채10년 ETN(H),5915.0,상승  45,+0.77%,0.0,
2059.0,UNICORN 포스트IPO액티브,9090.0,하락  90,-0.98%,0.0,
2060.0,TIGER 코스피대형주,13030.0,하락  25,-0.19%,0.0,
2061.0,SOL 한국형글로벌전기차&2차전지액티브,10845.0,상승  70,+0.65%,0.0,
2062.0,KOSEF 200선물인버스2X,2175.0,보합0,0.00%,0.0,
2063.0,KBSTAR TDF2030액티브,11660.0,하락  30,-0.26%,0.0,
2064.0,ARIRANG 신흥국MSCI인버스(합성 H),11205.0,상승  140,+1.27%,0.0,
2065.0,ARIRANG 주도업종,10315.0,하락  5,-0.05%,0.0,
2066.0,KODEX K-이노베이션액티브,14175.0,상승  95,+0.67%,0.0,
2067.0,ARIRANG 국채선물10년,52445.0,하락  5,-0.01%,0.0,
2068.0,KODEX MSCI EM선물(H),8085.0,하락  65,-0.80%,0.0,
2069.0,SOL 유럽탄소배출권선물인버스ICE(H),11300.0,하락  205,-1.78%,0.0,
2070.0,하이트진로홀딩스우,11890.0,하락  10,-0.08%,5000.0,594.5
2071.0,ACE 차이나항셍테크,5595.0,상승  75,+1.36%,0.0,
2072.0,BNK 2차전지양극재,7390.0,상승  75,+1.03%,0.0,
2073.0,HANARO Fn5G산업,13845.0,하락  105,-0.75%,0.0,
2074.0,ARIRANG K-유니콘투자기업액티브,10050.0,하락  5,-0.05%,0.0,
2075.0,KODEX 골드선물인버스(H),6130.0,하락  10,-0.16%,0.0,
2076.0,코리아써키트2우B,7040.0,상승  10,+0.14%,500.0,-5.98
2077.0,TIGER 라틴35,4585.0,상승  65,+1.44%,0.0,
2078.0,HANARO 미국메타버스iSelect,13725.0,하락  175,-1.26%,0.0,
2079.0,HANARO 농업융복합산업,9930.0,상승  20,+0.20%,0.0,
2080.0,KODEX MSCI퀄리티,9040.0,하락  115,-1.26%,0.0,
2081.0,TIGER 코스피중형주,15325.0,상승  110,+0.72%,0.0,
2082.0,HANARO 단기채권액티브,106760.0,보합0,0.00%,0.0,
2083.0,KCGI 테크미디어텔레콤액티브,9690.0,하락  25,-0.26%,0.0,
2084.0,KODEX 차이나메타버스액티브,10635.0,보합0,0.00%,0.0,
2085.0,히어로즈 글로벌리츠이지스액티브,9660.0,보합0,0.00%,0.0,
2086.0,TIGER 200커뮤니케이션서비스,16480.0,하락  95,-0.57%,0.0,
2087.0,메리츠 STAR 50 ETN,5250.0,상승  55,+1.06%,0.0,
2088.0,깨끗한나라우,14290.0,상승  190,+1.35%,1000.0,-25.34
2089.0,HANARO Fn친환경에너지,8695.0,상승  165,+1.93%,0.0,
2090.0,KBSTAR 팔라듐선물(H),4955.0,상승  15,+0.30%,0.0,
2091.0,금강공업우,8750.0,하락  20,-0.23%,1000.0,7.07
2092.0,KODEX 밸류Plus,8595.0,상승  25,+0.29%,0.0,
2093.0,ACE 필리핀MSCI(합성),12880.0,상승  25,+0.19%,0.0,
2094.0,삼성 항셍테크 ETN(H),5140.0,상승  60,+1.18%,0.0,
2095.0,동부건설우,22700.0,하락  850,-3.61%,5000.0,-19.86
2096.0,KODEX 경기소비재,8515.0,상승  125,+1.49%,0.0,
2097.0,KBSTAR 5대그룹주,6350.0,하락  35,-0.55%,0.0,
2098.0,KOSEF 글로벌디지털경제,10150.0,하락  190,-1.84%,0.0,
2099.0,KBSTAR Fn창업투자회사,7625.0,하락  85,-1.10%,0.0,
2100.0,흥국화재우,6510.0,하락  10,-0.15%,5000.0,1.34
2101.0,KOSEF 차이나A50커넥트인버스MSCI(합성 H),9975.0,보합0,0.00%,0.0,
2102.0,ARIRANG 미국테크10iSelect,14110.0,하락  190,-1.33%,0.0,
2103.0,계양전기우,4135.0,상승  25,+0.61%,500.0,-17.02
2104.0,KODEX 멀티에셋하이인컴(H),9600.0,상승  100,+1.05%,0.0,
2105.0,ARIRANG 코스닥150,13690.0,상승  325,+2.43%,0.0,
2106.0,신한 인버스 2X 은 선물 ETN(H),954.0,상승  23,+2.47%,0.0,
2107.0,KOSEF 차이나내수소비TOP CSI,8650.0,상승  30,+0.35%,0.0,
2108.0,HANARO 글로벌백신치료제MSCI,11810.0,상승  125,+1.07%,0.0,
2109.0,신한 인버스 2X S&P500 선물 ETN,2345.0,상승  20,+0.86%,0.0,
2110.0,ACE 스마트퀄리티,15605.0,하락  75,-0.48%,0.0,
2111.0,HK 베스트일레븐액티브,9335.0,보합0,0.00%,0.0,
2112.0,KBSTAR 수출주,11620.0,상승  65,+0.56%,0.0,
2113.0,태영건설우,3565.0,보합0,0.00%,500.0,-0.09
2114.0,UNICORN R&D 액티브,11600.0,하락  25,-0.22%,0.0,
2115.0,KBSTAR 200금융,10485.0,상승  70,+0.67%,0.0,
2116.0,ACE 스마트모멘텀,15230.0,하락  40,-0.26%,0.0,
2117.0,한투 S&P500 VIX S/T 선물 ETN(H),4495.0,하락  45,-0.99%,0.0,
2118.0,ACE 중국과창판STAR50,5600.0,상승  45,+0.81%,0.0,
2119.0,SOL 차이나태양광CSI(합성),4480.0,하락  10,-0.22%,0.0,
2120.0,TIGER 200 산업재,6390.0,하락  30,-0.47%,0.0,
2121.0,HK 하이볼액티브,8125.0,보합0,0.00%,0.0,
2122.0,HANARO 200선물인버스,9910.0,하락  5,-0.05%,0.0,
2123.0,KODEX 퀄리티Plus,8880.0,상승  125,+1.43%,0.0,
2124.0,HANARO 반도체핵심공정주도주,9840.0,상승  30,+0.31%,0.0,
2125.0,KBSTAR 중소형고배당,11040.0,상승  105,+0.96%,0.0,
2126.0,HANARO 글로벌신재생에너지MSCI(합성),7975.0,상승  130,+1.66%,0.0,
2127.0,TIGER 코스닥150IT,16690.0,하락  10,-0.06%,0.0,
2128.0,KB 인버스 2X 은 선물 ETN(H),8615.0,상승  165,+1.95%,0.0,
2129.0,ARIRANG 스마트베타Quality채권혼합,10660.0,상승  10,+0.09%,0.0,
2130.0,KBSTAR 200IT,15220.0,하락  175,-1.14%,0.0,
2131.0,KOSEF 미국ETF산업STOXX,12040.0,하락  30,-0.25%,0.0,
2132.0,히어로즈 리츠이지스액티브,7635.0,하락  5,-0.07%,0.0,
2133.0,KCGI 스마트커머스액티브,8370.0,상승  80,+0.97%,0.0,
2134.0,HANARO K-메디테크,8370.0,상승  195,+2.39%,0.0,
2135.0,CJ씨푸드1우,20850.0,하락  200,-0.95%,500.0,122.65
